cdr_id,subscriber_id,detected_leakage_type,detection_method,detection_confidence,detected_at
ce204945-608e-462b-9fa2-c7019ab70947,1000,L12_partial,sql_rule,1,01/04/2026 18:54:29
ae10f72a-f80f-483f-bb96-1d995f07b448,1001,L12_partial,sql_rule,1,01/04/2026 18:54:29
63ed270a-6b41-4abc-bf0c-ee75a7e6105e,1002,L12_partial,sql_rule,1,01/04/2026 18:54:29
6c8ae300-0e27-41e0-bc68-a49f1a888f74,1002,L12_partial,sql_rule,1,01/04/2026 18:54:29
bb3faaa0-7f74-44ca-a971-ca445c6b42ed,1004,L12_partial,sql_rule,1,01/04/2026 18:54:29
a98788f2-abf7-4cd1-8585-df16ea23fea6,1008,L12_partial,sql_rule,1,01/04/2026 18:54:29
0aaac929-9634-4a52-8ed0-07783328fd32,1008,L12_partial,sql_rule,1,01/04/2026 18:54:29
8bd431e4-4158-4cd0-a1b6-46ae46d21475,1009,L12_partial,sql_rule,1,01/04/2026 18:54:29
7137d6fd-d4c3-4ea2-84a7-2adb326d0bd6,1009,L12_partial,sql_rule,1,01/04/2026 18:54:29
65edbb8f-c0f9-4b07-be68-e6898e2525c8,1010,L12_partial,sql_rule,1,01/04/2026 18:54:29
d1110ffa-f3c0-4fea-8903-9a767a9eea06,1010,L12_partial,sql_rule,1,01/04/2026 18:54:29
2f99f192-0cda-4c01-a269-bfdce7f51caa,1012,L12_partial,sql_rule,1,01/04/2026 18:54:29
cb7f8d58-c674-434c-a049-844c6802587d,1013,L12_partial,sql_rule,1,01/04/2026 18:54:29
e79001ad-5c5b-4c0b-b416-6c969ed58ce1,1015,L12_partial,sql_rule,1,01/04/2026 18:54:29
0fa53954-7d4a-46c0-a6a1-73f6c6c69695,1017,L12_partial,sql_rule,1,01/04/2026 18:54:29
8effa1c9-d2a9-4b49-8dd1-70fd57d3a688,1018,L12_partial,sql_rule,1,01/04/2026 18:54:29
7452d918-f096-4a09-872e-53bfeb1aeec5,1021,L12_partial,sql_rule,1,01/04/2026 18:54:29
6d9e9270-33ff-46b0-9473-f2c58d7537a7,1023,L12_partial,sql_rule,1,01/04/2026 18:54:29
488b37d2-0cfd-4e1d-9137-32909189d213,1028,L12_partial,sql_rule,1,01/04/2026 18:54:29
bf3b417a-0d13-407b-90ca-7e0ecfe30081,1035,L12_partial,sql_rule,1,01/04/2026 18:54:29
3118e5f4-3249-44ca-a84a-b333053fd758,1035,L12_partial,sql_rule,1,01/04/2026 18:54:29
271137f0-7b3f-402c-8039-0acb99489176,1036,L12_partial,sql_rule,1,01/04/2026 18:54:29
1393e433-008a-44e2-abd3-9179a051ffc8,1037,L12_partial,sql_rule,1,01/04/2026 18:54:29
7aab6482-4027-42b0-a4ef-8f4de32cb3f2,1039,L12_partial,sql_rule,1,01/04/2026 18:54:29
01e90e5c-fce7-41e3-b304-ff7ef5bacc8b,1040,L12_partial,sql_rule,1,01/04/2026 18:54:29
da849988-4635-4ee4-8a0e-6133ddc263b6,1041,L12_partial,sql_rule,1,01/04/2026 18:54:29
aafd8de1-7346-498b-ad0a-ba8a4d258c92,1047,L12_partial,sql_rule,1,01/04/2026 18:54:29
65020967-d456-4d56-8bcd-347c5aae15f3,1047,L12_partial,sql_rule,1,01/04/2026 18:54:29
51b61804-026a-44fd-80da-9c0f081e0bd9,1048,L12_partial,sql_rule,1,01/04/2026 18:54:29
0b012142-f8ba-475d-af13-b058873a6a90,1050,L12_partial,sql_rule,1,01/04/2026 18:54:29
a8fbd841-ba46-4883-9eab-f5522c288104,1053,L12_partial,sql_rule,1,01/04/2026 18:54:29
8d14adf5-9024-4094-bc5d-a59f3c294c11,1053,L12_partial,sql_rule,1,01/04/2026 18:54:29
1166932e-2aa2-4c9b-838c-67329adb78ec,1054,L12_partial,sql_rule,1,01/04/2026 18:54:29
fbf1bed7-ae92-4c4e-8c72-b93b0e9eb55d,1059,L12_partial,sql_rule,1,01/04/2026 18:54:29
e18b30cc-6a6e-47ff-8558-f0a5ff05588c,1062,L12_partial,sql_rule,1,01/04/2026 18:54:29
142cc6be-53c2-43b5-a30a-d4e02d89ecb5,1063,L12_partial,sql_rule,1,01/04/2026 18:54:29
dda2bef2-9832-4367-92b5-a62c0bd5f8af,1065,L12_partial,sql_rule,1,01/04/2026 18:54:29
ed94f5fb-19c2-47d6-9ef6-ade2ba5788c3,1069,L12_partial,sql_rule,1,01/04/2026 18:54:29
0858bdde-5cdd-4316-803d-040c43afc057,1071,L12_partial,sql_rule,1,01/04/2026 18:54:29
2dc63bef-a4e1-40b7-a42d-4ddc4f4c5ee2,1075,L12_partial,sql_rule,1,01/04/2026 18:54:29
bf1e7d85-3010-449e-812f-cf3711f78ec5,1079,L12_partial,sql_rule,1,01/04/2026 18:54:29
92cff4fe-596a-4204-97f5-0c8acec58d2e,1080,L12_partial,sql_rule,1,01/04/2026 18:54:29
d556494d-dff7-498c-b8a8-ee9b6d3abb4e,1083,L12_partial,sql_rule,1,01/04/2026 18:54:29
cf115a97-e9c9-47b5-8eb3-3c4a74bd64c0,1085,L12_partial,sql_rule,1,01/04/2026 18:54:29
9f82640c-c26e-413c-99bb-3d15b67652ab,1089,L12_partial,sql_rule,1,01/04/2026 18:54:29
a2f48ec7-7474-48fc-94a0-de284742e366,1091,L12_partial,sql_rule,1,01/04/2026 18:54:29
f4e239f4-07b4-4ae0-82a4-01db1880e6ba,1095,L12_partial,sql_rule,1,01/04/2026 18:54:29
8b5aea9d-0eb9-4e29-9a3a-02257ffad7be,1096,L12_partial,sql_rule,1,01/04/2026 18:54:29
cb8f0677-35bf-4794-900c-676534d593df,1098,L12_partial,sql_rule,1,01/04/2026 18:54:29
a8c8020e-1302-4074-b481-f139a8429086,1098,L12_partial,sql_rule,1,01/04/2026 18:54:29
e618f00a-e7a4-493a-84db-36a060bfdd34,1099,L12_partial,sql_rule,1,01/04/2026 18:54:29
38c0bca2-f3b9-428e-b0f0-efcf8c086dc0,1100,L12_partial,sql_rule,1,01/04/2026 18:54:29
9d77e730-3507-40b5-8cee-13ce15558cff,1101,L12_partial,sql_rule,1,01/04/2026 18:54:29
ae84d43f-d397-4e0b-a594-0f8567f0b9be,1105,L12_partial,sql_rule,1,01/04/2026 18:54:29
b6bd1992-ea42-4e2f-ac2e-9f90b6a97ba1,1116,L12_partial,sql_rule,1,01/04/2026 18:54:29
77d39b02-8eac-4d78-91bc-c6e6308ad29d,1117,L12_partial,sql_rule,1,01/04/2026 18:54:29
762e8fc6-669a-49af-8a05-0e1d5a05326d,1123,L12_partial,sql_rule,1,01/04/2026 18:54:29
c9e36bb5-7e2e-47e2-bb24-80ee4c1aff9e,1123,L12_partial,sql_rule,1,01/04/2026 18:54:29
002aa72f-f745-48db-80ea-36640f638d1a,1126,L12_partial,sql_rule,1,01/04/2026 18:54:29
94930aab-9f6b-4501-a7a1-bc630f86374e,1126,L12_partial,sql_rule,1,01/04/2026 18:54:29
702d7eae-d6aa-4dca-a3d5-4c25363e40fd,1130,L12_partial,sql_rule,1,01/04/2026 18:54:29
3442c712-f4ab-4e31-bebd-fd507af07535,1132,L12_partial,sql_rule,1,01/04/2026 18:54:29
c96e3f37-b29c-466e-965d-e18fc6dcbc39,1132,L12_partial,sql_rule,1,01/04/2026 18:54:29
bf369e7c-f6f0-42d1-ae6f-6743d7bdcb87,1135,L12_partial,sql_rule,1,01/04/2026 18:54:29
8b8ecd18-fe1e-4371-8260-67deae72ad32,1137,L12_partial,sql_rule,1,01/04/2026 18:54:29
d52c7815-0a6e-4166-852b-d1badf67f3a7,1137,L12_partial,sql_rule,1,01/04/2026 18:54:29
fd0c3ab8-1049-45ee-9f24-4fd15dcb6bdb,1139,L12_partial,sql_rule,1,01/04/2026 18:54:29
35358dd8-b4e3-4f3a-a5ee-70575fa130c1,1140,L12_partial,sql_rule,1,01/04/2026 18:54:29
d732b3a2-eb01-4b14-a09a-2a64e7b0334d,1140,L12_partial,sql_rule,1,01/04/2026 18:54:29
e37fd717-5fa8-4073-84f1-c2e1532dae05,1147,L12_partial,sql_rule,1,01/04/2026 18:54:29
3db75d74-a8ac-412d-bff8-97443195f4ad,1149,L12_partial,sql_rule,1,01/04/2026 18:54:29
91634e53-e8d7-4732-b406-a1e406dc9215,1152,L12_partial,sql_rule,1,01/04/2026 18:54:29
71c43a00-1b6c-4b5b-9b8f-378bfaaacf66,1152,L12_partial,sql_rule,1,01/04/2026 18:54:29
37a7d42c-6178-4b83-a4d4-2f51707f3383,1156,L12_partial,sql_rule,1,01/04/2026 18:54:29
b7615a70-f0e5-4b51-bd03-1fc98ca24efc,1160,L12_partial,sql_rule,1,01/04/2026 18:54:29
8a004faa-216e-4bc7-bff6-fed6100e5ae0,1160,L12_partial,sql_rule,1,01/04/2026 18:54:29
ebd79353-46de-48f7-9292-948b64a1e36f,1162,L12_partial,sql_rule,1,01/04/2026 18:54:29
313dee06-0dda-4401-9b38-b53882a15a99,1163,L12_partial,sql_rule,1,01/04/2026 18:54:29
d0bccb62-1fa5-49c9-ac60-d288d01ebece,1164,L12_partial,sql_rule,1,01/04/2026 18:54:29
7d07ceb3-3c39-431e-9d2c-eebb766c2f14,1167,L12_partial,sql_rule,1,01/04/2026 18:54:29
db6a877f-23af-447b-9a05-83428522b092,1169,L12_partial,sql_rule,1,01/04/2026 18:54:29
50cd5792-ed15-4915-960e-90a5fe22723b,1170,L12_partial,sql_rule,1,01/04/2026 18:54:29
c1d63ced-ac86-4f4a-a49c-638390876bb7,1171,L12_partial,sql_rule,1,01/04/2026 18:54:29
