cdr_id,subscriber_id,detected_leakage_type,detection_method,detection_confidence,detected_at
c5fe4341-0ea2-43a0-96b6-762a088ddb2d,1000,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
c53f4380-331c-4798-ac76-689accc3ca15,1000,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
32f4d8b2-8bbc-421a-a312-bedfa3744c73,1001,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
0432e582-0f87-4c6a-8afd-2032605ecf47,1001,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
359a5152-3eb7-4e3e-9b09-53db280a160e,1001,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
0d52a22b-4691-46c9-a559-f72ee4d1e4a4,1001,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
7ebc3c0e-1206-453a-9256-ae093b961784,1008,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
7fc32b13-f3a9-4499-80b2-4aabafdaf523,1013,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
e9ffeff7-48b1-4360-bbd2-efa842dd5abc,1014,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
00b61945-0fd4-439a-a7e6-3bce22fc98fc,1018,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
af5dbf3d-a0e2-4114-bc9a-1056cca2b31f,1019,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
d2f2901c-3df3-469c-a29a-d74a890fd48f,1020,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
21b52880-7851-4f01-879a-e8e547a203d6,1023,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
7782637e-ca9d-4e8f-afc6-ef2476fa2f8e,1023,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
ea647801-8d10-4ea4-8f69-be0c1c3655fb,1027,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
5a2658d0-6084-458f-a6fa-016895c3d268,1029,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
781cd393-9583-4aa5-8edf-e3f101020d0f,1038,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
32907a56-5e95-4fdb-a0b4-32702c11e925,1038,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
1039b825-0a0e-423a-9c14-95317fbff6b6,1040,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
e116d577-2538-422b-872a-9871cc0bd737,1040,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
411d486e-feac-4a4d-af42-ae4d64caa5eb,1042,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
e62e6793-5f17-423c-ae20-ab0ea5b19eb4,1043,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
263537cc-7a1d-456a-9155-9d001b5edcb4,1047,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
a40a4788-8fcb-4928-9526-c2f9e8f1aec4,1048,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
045378ca-90c0-4a19-bc50-8d77cedafe30,1048,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
8e396596-5162-4883-8fc4-ff05dd933d38,1049,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
f96aa750-4788-45b2-8e70-3368fad4b07e,1049,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
3c9d128e-2450-44ce-82ec-8b095a56cb4f,1051,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
41654c52-a9eb-4a8a-ba13-848a3adbaef4,1051,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
2324b24f-a153-4eeb-9f01-44c379ff1cf2,1052,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
f582e7bb-682d-4ec2-b0a6-70726441afb1,1055,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
f5c13610-89eb-4212-8096-f465b0dbf227,1058,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
a684253a-8e59-4e66-b1e7-6015ce07cf61,1059,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
6d78581e-1f6e-42b6-84c8-a4384c21968b,1064,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
b75e5ed7-3e27-4640-82af-189153162478,1066,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
7fe9004c-6c62-4eee-a7ed-2e2d602e25d7,1070,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
dedead70-e96c-4732-8933-c36052d9aa8a,1071,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
ba4d9c23-59ae-455c-bcb4-8c3d877cbb27,1072,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
ce94d923-60e3-40f2-a39e-07160c6bed38,1075,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
34faf190-d907-4e02-b803-6d1d5d4cca62,1077,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
45204a35-5caf-4f1a-b30b-e69b58767c32,1079,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
9748ebe6-b75f-44ee-9485-82ef8b4d187c,1081,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
5cb8cb8e-4c71-469f-9b06-42f87c6ad00e,1084,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
e8ee3473-68f4-4e67-a6e1-9d549e34c28e,1089,L5_zero_rated,sql_rule,0.95,31/03/2026 19:05:48
