cdr_id,subscriber_id,detected_leakage_type,detection_method,detection_confidence,detected_at
8453e605-dfd5-4c64-a2f3-bcbc420b7dd6,1004,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
afc6d9a5-f5e3-44f9-ba1e-618efaf8556c,1006,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
1fd189e8-e2ae-43cb-9fd6-5e613d494b30,1008,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
93fcc776-1d68-4ff2-8b58-e904a718e1f7,1008,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
6e74370c-d7e2-499f-aa0b-ae4322008411,1011,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
bbb2ce72-1d31-478e-8f2d-eac968437fc9,1016,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
a04d9680-c47f-4671-beb7-5273c6ef7312,1019,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
01b03332-c4ad-40b9-888c-9799aa032f1a,1020,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
15ee7b66-7b3c-44d4-9723-f99efb72081a,1022,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
40f91bdc-cf85-4a79-9cba-6ea8e73c322c,1023,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
6c6ae42c-166f-492e-8360-ae89878a2d8f,1024,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
a1a3e63a-97da-4c29-97ec-3da347d28054,1028,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
db1af2a4-d7b1-456e-9257-56775493b482,1031,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
d2beea79-8bf2-4db6-9751-74aefa5dd520,1033,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
bd5cec6a-8df2-4e28-95dd-49cae270fe55,1033,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
f1f0a297-0fb3-4c66-acb5-f1cc271c03d4,1033,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
3b4ced5e-ade7-4e81-83c9-7cc89ee5769d,1034,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
d31e42bb-2bff-46b7-9c4e-68f1502a2f63,1035,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
a26044c3-297f-406b-90d6-7a77cea7101c,1040,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
a0993dbc-72b5-48e6-84ff-daabf5abb930,1044,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
79a71498-d17d-4ed5-b1b2-3e8fb6bdacc5,1046,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
70de256e-e1be-44d4-bd08-b74d1876c763,1047,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
836bc827-4ce8-4660-8fa3-a4065304c966,1047,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
aae25c0f-f063-46d0-8f81-93dc3f864e68,1049,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
ae6e89d7-b0e4-4ca4-a1de-91c15920c5ef,1050,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
88bf9795-3c6a-4fba-8203-3f4bc5ccbe6e,1054,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
9b1e29d3-239e-4f05-a57d-27ac83f53a2b,1054,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
66ecc107-8bf3-4954-b7e1-4a6b0f995912,1057,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
14ee6355-df2a-45ad-b4ed-125bcd65661b,1058,L2_wrong_tariff,sql_rule,0.95,31/03/2026 19:02:11
