cdr_id,subscriber_id,detected_leakage_type,detection_method,detection_confidence,detected_at
77944e31-f67a-4b8b-ba61-09cba1d817d8,1000,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
517a959a-e813-4b2a-afb2-ed11d3e8ba98,1001,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
1190a2b4-1942-4315-9fa5-eed1b09e7778,1004,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
3a5bcd0f-f3ad-4907-a5f3-3088f39ba742,1005,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
79729905-b9e2-4fd6-8043-572f6db24e56,1006,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
a348c627-3983-4680-a44b-ac97547bfeb9,1006,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
f7df1465-3221-4009-b76d-1e4993e8447a,1008,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
84b602a3-6ed2-846d-8a39-f2dc61a38b54,1010,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
0735f681-a204-4b9b-9af9-dd087c338c62,1011,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
84b602a3-6ed2-846d-8a39-g2dc61a39c63,1011,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
5d6a616b-6da2-4083-9bfe-68ce84d3af54,1013,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
e0fa2d15-bdc5-44f4-96a6-35a81904ea25,1014,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
4bb8926d-a57f-4204-a6de-8e9195a3163a,1015,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
0ba1d1f4-91cd-468b-95bc-7fc472275423,1015,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
0667b527-1c33-4163-bd57-368a2e63b91a,1018,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
78e69abc-e595-4419-81ba-a7601bee3e9a,1019,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
787b929b-bb5f-4ca8-a13c-f67e075550d6,1021,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
821cd0a8-432b-4611-af03-a5895c034e16,1022,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
1c7db438-bd6f-4f6e-a394-18117d2620af,1023,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
0b65a832-cdfa-4b97-83c3-dbd2c76bbc42,1023,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
f0c5c14e-21ee-48f6-8c27-0116c86c2a96,1025,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
ba611832-e8f7-4215-b144-7a933f571589,1025,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
ba2f02e7-5b4c-44e8-982e-98cb31045e70,1027,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
173b7d97-63ad-4791-aa14-bf735002b967,1030,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
27c0bddb-00fc-429a-a467-3d469dd5f528,1032,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
a3609e20-efb9-4f28-b168-e41cf80014ee,1036,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
af8e4ba4-cbb7-431a-bfba-7a340bdab9bf,1037,L1_unbilled,sql_rule,1,31/03/2026 19:00:51
